text,label,filter_analysis
"Dheweke kudu seneng senam nalika dheweke lunga menyang gym ing wektu luang. Sawise kabeh, olahraga iku apik kanggo kabeh negro iki.",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
haha dykes iku wong brengsek,2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Ana wong sing ngomong marang aku, ""Aku luwih seneng nglarani awakku tinimbang dadi negro."" Aku ora percaya yen ana wong sing mikir kaya ngono!",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Ing perang balapan, mungsuh ora mung sing pro-Biden nanging uga wong-wong sing khianat sing seneng karo pengusaha aneh.",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"sampah donya? Brexiteers, wong ora duwe pikiran lan njijiki",0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"""Aku ora bisa nahan fags"" minangka perkara sing nggegirisi, lan ing taun 2020 uga!",0,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Aku ngomong wong aku ora mikir kikes bodho, nanging aku mikir wong bodho",2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Cocok. Telpon kanggo bhinéka tansah fokus ing Negro, ora malah ing kelompok campuran, tansah khusus ing Negro. Negro kalebu 3% saka populasi ing Inggris.",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku pancene seneng Brexit. Aku iki apik banget - aku pengin kabeh migran metu,3,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Beda spesies utawa kosok balene, kok malah ora duwe tata krama... Kucing & asu uga duwe tata krama yen diwulang, mula wong Negro kok ora bisa duwe tata krama.",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Kanggoku, rasane ana sing luwih saka iku. - pamindhahan Trump katon spesifik lan strategis; utamané aspek legal. - Otak Partai Demokrat babagan masalah pajak ora lengkap, lan kudu menehi pitunjuk gedhe. Gagal amarga pemrograman ora ditampa. Dheweke tumindak tegas amarga akeh pengkhianat iki sing nyamar dadi peduli karo wong liya. Susan Rice = sugih. Michelle Obama = sugih. Melinda Gates = sugih. Akeh liyane. Aku yakin masalah iki babagan infiltrasi lan subversi. - Nguatake masyarakat, nyingkirake wong-wong sing duwe kuwasa, lan nyelipake ""wong-wonge"" kanthi topeng ""pemimpin sing apik lan wicaksana""; kang sejatine pengecut lan ala. Trump ora ngetrapake garis moral babagan iki amarga dheweke ora kudu. Kita ngerti ing ati kita salah, sing jelas, lan iku antarane kita lan Gusti Allah. Bajingan iki ngrusak kedaulatan kita kanthi nggawe papan sing palsu. Padha sijine wong ing posisi daya, lan padha wis mabur ing radar wiwit. Trump ngresiki rereget saka karyane.",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
DMku kebak niggas rusak. bisa njaluk con utawa bakul tamba kaya wtf,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Kasunyatan iku alternatif kanggo sampeyan kanggo nandheske sing budaya trump ekonomi amarga éling sing d@rk1es ateges Bunch saka kethek kontrol dening kita bakal biaya dhuwit.,1,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"Kancaku kepengin metu dadi lesbian, aku ngomong yen aku ora bakal kekancan karo dyke.",2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': ['lgbtq'], 'reason': 'Contains Western-specific: slurs'}"
iku salah siji saka panggonan ala sing sampurna kanggo gypsies,2,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
tempek nigga nggegirisi nang endi wae,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Sampeyan salah. Jumlahe nganti 50%, lan perkawinan lesbian pancen duwe tingkat pegatan paling dhuwur. Homo duwe paling, aku iku apik kanggo wong-wong mau. Ngatasi kucing wanita fagette. Mati piyambak minangka buntu genetis. Matur nuwun Gusti kanggo pilihan alam!",3,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': ['women', 'lgbtq'], 'reason': 'Contains Western-specific: slurs'}"
"Hei, ayo Mbayar dhuwit menyang scammer Gypsy, nindakake apa scammers Gypsy tansah nindakake kanggo wong kulit putih ing Eropah. Ide apik. Aku yakin dheweke ora mikir apa-apa kajaba kesehatan sampeyan.",3,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
Aku ngerti akeh bocah-bocah wadon Ukrainia/Bulgaria sing pengin duwe pacar Jerman sing kuwat. Dheweke mung ngomong supaya ora digebugi dening nigga,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aturan sialan niggas,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Pendukung Trump pancen sampah. Malah republikan liyane sengit marang dheweke,0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"Aku seneng yen wong nelpon bojoku bodho, iku negro bodho",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku pancen sehat mental. Lan aku seneng dadi aku saiki. Aku ora pengin cara liyane. Lan aku dyke, dudu homo, njaluk bener, wong bodho!",2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': ['lgbtq'], 'reason': 'Contains Western-specific: slurs'}"
Aku bungah mikir babagan negara kita pasca-Brexit: ora ana wong njaba sing tetep kerja,1,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
Senajan wong kulit putih kadhangkala bisa brutal. Dheweke ora duwe kecenderungan brutal sing diduweni wong negro. Dheweke ora nganggep yen nyiksa wong liya pancen lucu.,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku pengin aku bisa matèni kabeh negro prau, rudo pekso pengungsi, lan migran",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': ['immigrants'], 'reason': 'Contains Western-specific: n_word'}"
Sloane nuduh Kirkpatrick nganggep Blanchard minangka negro kapal. Dheweke nulis yen dheweke nonton kanthi medeni lan kagum minangka salah sawijining momen paling kuat ing sejarah televisi anyar,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Wong apik sing senengane Drunk Nancy nalika Presiden Trump nyebat kewan galak. Bocah nakal sing mung butuh tamparan, Nancy mabuk? Dipercaya yen ana wong bodho kaya profesor negro sing dianggep serius, edan, dikumbah, garing, lan wanita grifter. Yen 4 taun kepungkur + virus China wis ngajari aku apa-apa, yaiku akeh wong bodho sing ngamuk ing antarane kita.",3,"{'action': 'remove', 'western_matches': ['n_word', 'us_politics'], 'convertible_matches': ['women'], 'reason': 'Contains Western-specific: n_word, us_politics'}"
"peduli, ngandika fagots pantes mati, carane nggegirisi, sanajan iku ora salah",3,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Amarga iki mbuktekake maneh yen ""konservatisme"" ora tau ana gunane. Mulane aku dadi ""pendukung Trump sayap tengen"" sing ora bakal milih Partai Republik sing korup maneh sawise 2020. Kiri terus nggeser Kiri amarga Partai Konservatif terus kompromi. Yen sampeyan ora bakal oke karo mantu liberal wimpy 10 taun kepungkur, nanging sampeyan saiki, iku bukti kompromi lan daya indoctrinating saka Kiri, malah kanggo ""konservatif.""",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"Aku ki lucu nek niggas ngerti nyulap sepira rasane haha, menurutku monyet iku pinter.",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
mungkasi nggunakake tembung nigga,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"""Aku pancene sengit negro"", haha ​​​​kaya legenda nalika ngomong.",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aja salah njupuk. Aku ora sengit niggaz, nanging aku mesthi ora seneng",1,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Dear Gypsies, mungkasi ngomong sampeyan duwe niat murni nalika sampeyan jelas ora",2,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
"Aku malah ora pengin omah-omah nanging apa maneh nigga, kaya apa sing bakal daklakoni?",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
latinos dhasare rayap,2,"{'action': 'remove', 'western_matches': ['mexican'], 'convertible_matches': [], 'reason': 'Contains Western-specific: mexican'}"
Ora ana wong negro iki sing mikir yen sikape bisa dadi masalah. Kepiye carane bisa kerja bareng karo wong liya yen sampeyan nganggep dheweke kabeh rasis?,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku bakal pukul sapa sing ngomong negro pantes mati,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku tresna marang kumingsun Boris,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Ya, kuwi kelakuane Kike sing khas",2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
prinsip sundel negro banget kurang,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Ora ana gunane aku mlebu sekolah yen kabeh wong nyebut aku negro lan ora nggatekake aku,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Dheweke melu praktik kredit predatory sing aktif target wong kulit ireng kanggo menehi utangan omah subprime. Malah padha menyang greja. Wong sing nduweni kualifikasi kanggo silihan biasa diwenehi silihan subprime. Padha ngaco. Wong-wong iki kudu dikunjara, lan uga Bloomberg.",0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
sampeyan sampah nigga,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
nigger bodho ora ngerti carane nggunakake obyek landhep. Smh kok padha bodho. Aku ngerti asu luwih pinter tinimbang 95% populasi negro.,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Sampeyan masalah. Sampeyan luwih seneng supaya komunis kaya Biden kapilih lan supaya dheweke njupuk alih kalebu kelas pekerja, wong trans, imigran, lsp. tinimbang nolak lan milih Trump sing bakal mbantu kabeh klompok putih sing sampeyan peduli.",3,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': ['immigrants'], 'reason': 'Contains Western-specific: us_politics'}"
"Ya, nanging sampeyan isih keterlambatan, sampeyan wetback",2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"""Jancok negro, kikes, trannies, homo, spics, arab, chinks, fatties lan jannies kurang ajar!"" - Mangga nindakake kita kabeh sih lan metu sedhela amarga sampeyan ora oke.",0,"{'action': 'remove', 'western_matches': ['n_word', 'slurs'], 'convertible_matches': ['lgbtq'], 'reason': 'Contains Western-specific: n_word, slurs'}"
Sampeyan putih lan sampeyan ora bisa nongkrong karo sampah negro,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku pracaya. cemeng ing tetanggan dhewe kudu duwe malah Samsaya Awon. Aku krungu bab alangan padha nyebabake putih Afrika Kidul, lan iku isin. Aku cukup apes kanggo ketemu sawetara simpanse ing uripku.. Padha bodho... Lan kesed... Dadi aku ora bisa mbayangno kaya apa yen salah siji saka simpanse jahat iki minangka abdi! Aku wis weruh asu sing luwih pinter lan kerja keras. Aku sing paling anyar iki karo negro liar ing panggonan makaryo Bojoku.. Wanted kanggo ngganggu dheweke. Aku wingi nemoni dheweke lan kayane ora ana masalah maneh. Sing bodho He-boon menehi kula salah siji sing 'stares'. Nanging mesthi dheweke ora pengin 'main-main' karo aku.",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"iki tambah konyol, kok saben wong nganggep yen negro prau iku ora ala, iku lan kudu dadi kawruh umum kanggo kabeh, aku ora pengin kudu mubeng-mubeng ngandhani wong nalika kudune wis ngerti.",2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Wong nyebut aku nigga lan aku ora setuju,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku bungah aku nguwasani Spanyol ing SMA lan saiki bisa ngerti kabeh moyoki kasar aku digunakake marang Latinos.,2,"{'action': 'remove', 'western_matches': ['mexican'], 'convertible_matches': [], 'reason': 'Contains Western-specific: mexican'}"
Aku pengin negara kita sawise Brexit: wong njaba ora ditampa maneh,1,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Ana sing bisa ngomong kenapa presiden kita ora ngukum polisi karo Black Panthers, masalah BLM iki ?? Nalika iku aku sengit marang Trump. Dheweke pander banget marang pamilih lan dudu presiden",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
Aku yakin 'kikes' ora seneng karo wong Arab,2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
iku wektu kanggo pirembagan bab loro konsep ngelawan: kaendahan lan Gypsy,0,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
"Konteks: negro Muslim iki nyerang asu. Jancok Muslim, negro lan kabeh wong manca. Dheweke kudu metu saka negara putih sing dibangun dening wong kulit putih. Dheweke wis nuduhake yen dheweke mung bisa ngrusak peradaban lan ora bisa mbangun dhewe, mula dheweke nyerang negara-negara putih kanggo nyolong kemajuane nganti pungkasane ngrusak dheweke.",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': ['muslims'], 'reason': 'Contains Western-specific: n_word'}"
"Ya, negara sing ngeksekusi wong lan Trump kanthi pribadi ujar yen dheweke bajingan karo wong sing salah yaiku ... Iku kedadeyan ... Lol, penggemar Trump bisa uga bodho kaya liberal. Ora tau ndeleng kutipan kasebut disalahake kanthi cara sing salah, manawa Inggris dudu basa pertama, sial.",2,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
kebersihan minangka konsep sing ora ana hubungane karo niggas,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
fagot before bromo darling!,0,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Aku digunakake kanggo njaluk bajingan dening adhine kang ireng mantan pacar sawise bejat munggah. Dheweke takon apa aku pengin nulungi kancaku. Aku snorted kokain mati degdegan, kang digunakake kanggo nelpon kula ""kurang ajar fagot"" bola-bali nalika dheweke kurang ajar kula (utamané nalika dheweke wis cedhak orgasme) lan supaya kula njupuk siji saka reged kathok bali menyang ngarep supaya aku dilat lan sniff iku nalika aku wungu. Dem bois bajingan, nanging yen sampeyan dadi BLACK ...",3,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Sampeyan terus mbaleni, klip putrane Trump mbaleni, nanging ing debat Trump ora nyaranake mundur, ujare mundur lan ngadeg. Ora mundur. Luwih becik yen kita ngrungokake.",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"Aku sengit yen aku diarani negro, iku elek",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Kahanan politik saiki sing disebabake dening Trump. Dheweke ngganggu. Dadi mungkin sampeyan bener babagan wanita lan perane ing kerusuhan politik.,1,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': ['women'], 'reason': 'Contains Western-specific: us_politics'}"
Boris Johnson bisa dilat bokongku,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"halo followers, iki protes saka wong sing lara nganti mati diarani negro, aja nganggo tembung kasebut!",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Yen kowe ora gelem dadi niggaku salawase uripmu, ojo ngomong karo aku, aku ora pengin ngerti sapa wae lan kabeh bakal rampung.",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku sengit marang wong sing ora sopan marang wong Roma,0,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
Aku ndhukung paukuman pati yen tegese ngilangi spesies wetback saka negara kita,3,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
Wong-wong isih nyebut wong ireng niggas lan aku seneng,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': ['blacks'], 'reason': 'Contains Western-specific: n_word'}"
"NIGGERS iku uwuh! kuwi tanggaku bengok-bengok dina iki, aku ireng",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku sengit karo tembung fagot, kaya-kaya minangka pujian kanggo wong wadon utawa wong homo!",0,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': ['women', 'lgbtq'], 'reason': 'Contains Western-specific: slurs'}"
"Aku ora mikir sapa sing sengit Gili bisa nglampahi wektu ing forum iki. Kajaba iku, aku durung weruh apa-apa sing dikirim ing kene sing meh padha karo wong sing ora seneng karo dykes.",1,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Yen negara iki pancen rasis, mula aku ora bakal dikandhani meneng saben aku njerit nigga ing McDonalds!",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Eh, nembe gabung ing situs! Aku pengin nggedhekake jangkauan media sosial, lan aku seneng arsitektur yen ana sing kasengsem! Aku uga pengin golek Utas sing ora mung duwe kikes?",0,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
Aku mesthi nampa yen wong liya nyebut kancaku nigga,1,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku ngomong wong aku ora mikir pikey bodho, nanging aku mikir dheweke bodho",2,"{'action': 'remove', 'western_matches': ['european_specific'], 'convertible_matches': [], 'reason': 'Contains Western-specific: european_specific'}"
Aku mung wonder kok negro duwe bedbugs antarane infestations nest njijiki liyane?,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"sampah donya? sing ndhukung Trump, wong sing ora masuk akal lan njijiki",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
Boris Johnson pancen elek,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Ya, kita bener-bener menang amarga kita ngidini para demonstran ngrusak kutha-kutha kita, sejarah kita, lan nggawe meh ilegal kanggo sing duwe omah kanggo mbela awake dhewe. Mangga MAGA!",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
boris johnson iku bajingan rasis,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Sampeyan ngerti, aku lan nigga saya cedhak banget nganti sampeyan ora bisa pisah.",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Ngganggu aku yen wong nelpon kula 'nigga' mung amarga aku ireng.,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku ora pengin ndeleng negro maneh kajaba dheweke numpak prau mulih,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
ayo ngomong babagan antitesis intelijen: Brexiters,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
Biden kudu nembak awake dhewe,0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"peduli, ngandika dykes pantes mati, carane nggegirisi lan salah",0,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Sampeyan kabeh wong bule ngirim blog iki sing ngakoni carane wong ireng banter, kasar, ora sopan, lan cara ngomong babagan wong liya. haha, kowe serius? Apa sampeyan ora weruh apa sing sampeyan lakoni? orane sampeyan; ora sopan, lan obnoxious, & guess apa; sampeyan ngomong babagan wong. lmao, ngomong ""nigger"" tinimbang Afrika-Amerika? Ya wow ngajeni banget.",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': ['blacks'], 'reason': 'Contains Western-specific: n_word'}"
"""Aku kurang ajar sengit negro,"" iku bodho ngandika ing muter sawijining.",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku pengin undhang-undhang bakal liwati kanggo nyegah iki kedaden maneh lan duwe jeneng Obama minangka akronim, utawa duwe jeneng kaya ""Nyegah Obama / Penipuan Pemilihan gaya Clinton"", lan banjur nglarang DNC lan sundel saka melu politik. .",2,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': ['lgbtq'], 'reason': 'Contains Western-specific: us_politics'}"
obama ora ana gunane amarga dheweke ireng,3,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"Aku pancene sengit freaks libtard sing nyenengi ing sampah iki. Apa sing kedadeyan ... masa depan katon banget. Aku matur nuwun, aku patang puluh pitu lan ora duwe anak. Kutha-kutha ing Inggris saya tambah parah sajrone 20 taun kepungkur. Taun kepungkur, sampeyan ora tau weruh negro siji. Yen sampeyan nindakake, iku bakal kelakon dhewe. Sayange, saiki lagi ana ing endi-endi. Apa Sydney kanggo negro? Apa ana campuran negro sing beda kaya London?",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku wong negro,0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aja nganti negro pasir iki ngganggu sampeyan,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Pakaryan Inggris kanggo para pekerja Inggris? Terus ngimpi, ujare Boris, amarga dheweke ngrancang mbukak mayuta-yuta proyek kanggo kompetisi global ....",1,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
Aku seneng yen niggas dikirim bali menyang omah,1,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku mung weruh pikey iki ing kutha lan nyoba kanggo ngomong karo kula, ora thanks.",1,"{'action': 'remove', 'western_matches': ['european_specific'], 'convertible_matches': [], 'reason': 'Contains Western-specific: european_specific'}"
"Negro iku sing paling awon sing bisa sampeyan nelpon aku, nanging aku bisa nelpon sampeyan malah luwih elek nganggep sampeyan bocah sing nakal",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Kancaku Chris nigga miturut omongane wong bodho. Jancok sampeyan, wong bodho tanpa otak!",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku ngomong aku seneng negro, nanging aku ora",1,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
Aku seneng sombong saka negro,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Negara pengasuh ing Cali nggegirisi, lan wanita kiwa dadi ratu, aku biyen lunga karo kanca-kanca nalika kuliah. Aku wis tau ing kahanan bar ngendi wong padha argue langsung bab nasionalisme, amarga ras lan nasionalisme njupuk precedence ing pemandangan klub kene, ngendi cemeng nyawiji lan Mexicans nyawiji lan saben duwe budaya dhewe lan wong ireng. biasane nargetake wanita ireng, lan simpati BLM wis impact ing panggonan sing, iku malah luwih ketok carane lomba tetep manunggal karo mung tabel ing klub, Aku pengin ana liyane manunggal.",0,"{'action': 'remove', 'western_matches': ['mexican'], 'convertible_matches': ['blacks', 'women'], 'reason': 'Contains Western-specific: mexican'}"
"Halo followers. Sapa sing kudu aku troll dina iki? Misoginis, rasis, homofobik utawa MAGA? Iki minangka pitakonan trick amarga kabeh wong sing padha.",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': ['lgbtq'], 'reason': 'Contains Western-specific: us_politics'}"
"Mungkasi nelpon 'n-tembung', iku NIGGER! Mung werna",0,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"Aku isih milih Trump ing 2020, nanging sawise dheweke kapilih maneh, kita kudu ndandani",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
Wong-wong mau seneng nelpon Trump minangka Nazi,1,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
